Symbol,min_date,max_date,Close_min_date,Close_max_date,Return (%)
BIT,2023-12-26,2024-03-25,14.758915901184082,15.805000305175781,7.08781329872456
KCE,2023-12-26,2024-03-25,101.33971405029297,108.51899719238281,7.084372804256091
PHDG,2023-12-26,2024-03-25,34.10465621948242,36.52000045776367,7.082153893407302
GXG,2023-12-26,2024-03-25,22.935819625854492,24.559999465942383,7.081411811666968
FCT,2023-12-26,2024-03-25,9.618027687072754,10.298999786376953,7.0801636412366475
HWKN,2023-12-26,2024-03-25,71.68697357177734,76.76000213623047,7.076639327469588
KODK,2023-12-26,2024-03-25,4.309999942779541,4.614999771118164,7.076562236377365
HTY,2023-12-26,2024-03-25,4.837923526763916,5.179999828338623,7.070725688041655
OEUR,2023-12-26,2024-03-25,28.14039421081543,30.1299991607666,7.070281016839809
OLLI,2023-12-26,2024-03-25,74.12000274658203,79.36000061035156,7.069613693465721
PSO,2023-12-26,2024-03-25,12.160367012023926,13.020000457763672,7.069140634404849
DTD,2023-12-26,2024-03-25,65.19890594482422,69.80500030517578,7.064680447628301
IPAC,2023-12-26,2024-03-25,58.93000030517578,63.0900993347168,7.059390816218334
CE,2023-12-26,2024-03-25,156.87469482421875,167.94000244140625,7.053596266489251
DHR,2023-12-26,2024-03-25,231.1614990234375,247.4600067138672,7.050701677954242
LRN,2023-12-26,2024-03-25,59.88999938964844,64.11000061035156,7.046253571063691
BJUL,2023-12-26,2024-03-25,37.540000915527344,40.185001373291016,7.045818841921347
LVHI,2023-12-26,2024-03-25,27.554677963256836,29.4950008392334,7.041718573390379
CHSCN,2023-12-26,2024-03-25,24.589855194091797,26.31999969482422,7.03600930983979
FNDB,2023-12-26,2024-03-25,60.92402267456055,65.20999908447266,7.034953080505899
IJH,2023-12-26,2024-03-25,55.80976867675781,59.73500061035156,7.033234551334787
CMRE,2023-12-26,2024-03-25,10.441286087036133,11.175000190734863,7.027047219879432
TILT,2023-12-26,2024-03-25,182.9005126953125,195.72569274902344,7.01210721868011
TEI,2023-12-26,2024-03-25,4.971427917480469,5.320000171661377,7.0115117822640665
FDVV,2023-12-26,2024-03-25,41.97756576538086,44.91999816894531,7.009535569571054
FILL,2023-12-26,2024-03-25,24.540000915527344,26.260000228881836,7.008961895621554
MO,2023-12-26,2024-03-25,40.34000015258789,43.166099548339844,7.005700012548595
HF,2023-12-26,2024-03-22,20.690000534057617,22.13800048828125,6.998549622268466
JKG,2023-12-26,2024-03-22,67.00675964355469,71.69280242919922,6.993388145572381
TBF,2023-12-26,2024-03-25,21.919097900390625,23.450000762939453,6.9843333402947465
KZR,2023-12-26,2024-03-25,0.8600000143051147,0.9200000166893005,6.976744347227267
GCC,2023-12-26,2024-03-25,17.200000762939453,18.399999618530273,6.976737223038021
FTHI,2023-12-26,2024-03-25,20.967323303222656,22.43000030517578,6.975983442427832
HSCZ,2023-12-26,2024-03-25,29.191999435424805,31.226900100708008,6.970747823507524
UTF,2023-12-26,2024-03-25,21.034807205200195,22.5,6.965563223406115
NEXA,2023-12-26,2024-03-25,7.039999961853027,7.53000020980835,6.960230832534655
FHLC,2023-12-26,2024-03-25,64.07746887207031,68.52989959716797,6.948512173579868
DGRO,2023-12-26,2024-03-25,53.499420166015625,57.2156982421875,6.946389446165553
DMO,2023-12-26,2024-03-25,10.776813507080078,11.524999618530273,6.942554132152858
SPNS,2023-12-26,2024-03-25,29.530000686645508,31.579999923706055,6.942090041967481
FLGR,2023-12-26,2024-03-25,23.125,24.729999542236328,6.94053856102196
BDJ,2023-12-26,2024-03-25,7.696190357208252,8.229999542236328,6.936018474752388
FHN,2023-12-26,2024-03-25,13.957767486572266,14.925000190734863,6.929709246791083
NTSX,2023-12-26,2024-03-25,39.540000915527344,42.279998779296875,6.929685888534047
MDY,2023-12-26,2024-03-25,511.330322265625,546.7000122070312,6.91719000443562
VVR,2023-12-26,2024-03-25,3.984422445297241,4.260000228881836,6.916379660240479
KBA,2023-12-26,2024-03-25,20.0,21.3799991607666,6.899995803833008
VPL,2023-12-26,2024-03-25,70.8670425415039,75.75,6.890307939175459
IXC,2023-12-26,2024-03-25,39.84000015258789,42.584999084472656,6.890057533562681
IBUY,2023-12-26,2024-03-25,54.33100128173828,58.07429885864258,6.889800461237759
